twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam
.539,.214,23,18,4,4,41,.778,99,9,240,Boston Celtics
.530,.435,26,17,7,7,30,.565,111,8,265,Detroit Pistons
.417,.308,19,16,2,10,36,.789,89,6,240,New Jersey Nets
.575,.333,23,19,3,7,30,.833,113,5,240,Phoenix Suns
.446,.440,28,20,11,16,34,.773,102,5,240,Houston Rockets
.519,.368,20,17,4,14,32,.795,120,9,240,Los Angeles Lakers
.413,.333,23,15,6,13,38,.655,91,3,240,Atlanta Hawks
.476,.435,28,10,3,13,31,.813,101,3,240,Utah Jazz
.500,.458,31,16,2,17,28,.765,121,7,240,Houston Rockets
.425,.478,22,14,11,8,31,.789,94,8,240,Indiana Pacers
.518,.304,31,12,4,14,42,.606,113,9,240,Los Angeles Clippers
.446,.381,19,13,1,10,38,.857,98,6,240,Dallas Mavericks
.500,.364,27,10,6,14,29,.800,106,5,240,Portland Trail Blazers
.483,.276,27,11,7,17,26,.800,118,9,240,San Antonio Spurs
.521,.438,22,14,7,6,25,.833,108,10,240,Washington Wizards
.437,.438,17,12,3,10,34,.833,99,9,240,Oklahoma City Thunder
.645,.545,32,12,9,4,36,.810,121,11,240,Chicago Bulls
.507,.571,19,16,4,13,26,.889,98,8,240,Milwaukee Bucks
.526,.308,15,14,3,7,42,.739,101,3,240,New Jersey Nets
.500,.462,28,13,0,4,34,.810,105,5,240,Dallas Mavericks
.472,.400,24,19,8,10,38,.697,117,12,265,Golden State Warriors
.506,.364,29,6,2,9,31,.600,98,5,240,Atlanta Hawks
.388,.300,19,10,4,12,31,.762,84,8,240,Boston Celtics
.427,.310,28,18,7,10,35,.783,97,10,240,Houston Rockets
.493,.100,25,16,11,11,34,.841,112,14,240,Utah Jazz
.539,.500,27,13,6,15,33,.714,105,4,240,New Orleans Hornets
.488,.476,30,11,9,7,36,.857,112,6,240,New York Knicks
.526,.500,26,13,4,11,29,.625,109,5,240,San Antonio Spurs
.511,.348,27,8,4,8,26,.789,115,13,240,Detroit Pistons
.425,.125,18,21,8,9,32,.793,87,6,240,Chicago Bulls
.595,.520,31,13,3,4,35,.588,123,5,240,Orlando Magic
.451,.278,12,16,4,11,33,.941,95,9,240,Miami Heat
.432,.222,13,12,9,7,30,.667,84,7,240,Milwaukee Bucks
.482,.455,31,12,8,7,25,.905,109,7,240,Golden State Warriors
.443,.360,25,9,4,9,35,.850,96,9,240,Miami Heat
.532,.545,25,24,10,6,38,.583,103,12,240,New York Knicks
.494,.353,22,8,8,9,27,.800,114,10,240,Oklahoma City Thunder
.394,.379,16,16,9,8,37,.655,86,6,240,Orlando Magic
.388,.522,15,13,4,11,37,.909,98,9,240,Minnesota Timberwolves
.396,.214,18,7,6,17,32,.625,95,11,240,Philadelphia 76ers
.396,.333,17,12,2,19,36,.679,95,5,265,Chicago Bulls
.443,.500,26,10,4,9,42,.700,104,7,240,Memphis Grizzlies
.533,.333,26,13,3,8,32,.618,108,6,240,Los Angeles Clippers
.488,.118,15,8,1,12,35,.600,93,5,240,New Orleans Hornets
.451,.417,27,11,5,8,36,.833,94,10,240,San Antonio Spurs
.526,.588,24,23,13,11,35,.789,105,8,240,Charlotte Bobcats
.470,.652,31,12,6,10,34,.810,110,9,240,Golden State Warriors
.457,.300,20,13,6,12,32,.800,100,5,240,Houston Rockets
.507,.250,19,21,4,7,26,.821,96,15,240,Memphis Grizzlies
.507,.429,23,15,2,11,36,.650,95,7,240,Atlanta Hawks
.532,.478,29,14,6,6,33,.800,113,8,240,Minnesota Timberwolves
.476,.400,26,14,8,12,36,.737,104,9,240,Orlando Magic
.488,.478,29,14,2,6,37,.909,103,7,240,Dallas Mavericks
.482,.409,23,19,5,16,32,.733,100,6,240,Los Angeles Clippers
.471,.294,20,16,8,10,31,.833,96,10,240,Portland Trail Blazers
.474,.400,24,12,11,6,36,.750,90,6,240,Chicago Bulls
.506,.613,27,20,2,6,29,.733,110,11,240,Orlando Magic
.478,.200,20,17,5,10,32,.727,84,9,240,Toronto Raptors
.453,.375,22,15,6,10,35,.808,95,6,240,Denver Nuggets
.507,.545,18,12,5,5,34,.682,95,6,240,Boston Celtics
.481,.231,15,10,5,13,37,.794,106,2,240,Miami Heat
.425,.281,20,9,8,12,38,.667,97,9,240,San Antonio Spurs
.512,.421,31,12,4,10,34,.583,103,8,240,Atlanta Hawks
.447,.474,20,11,4,14,27,.706,101,7,240,Charlotte Bobcats
.557,.667,27,14,4,5,24,.762,104,11,240,Detroit Pistons
.581,.313,20,16,9,4,36,.919,125,3,240,Miami Heat
.471,.333,25,12,4,15,27,.857,103,4,240,Utah Jazz
.459,.364,25,12,4,13,21,.767,119,13,240,Denver Nuggets
.586,.294,25,20,3,10,34,.800,103,7,240,Los Angeles Lakers
.549,.333,31,15,4,8,26,.667,114,10,240,Oklahoma City Thunder
.549,.300,18,10,2,12,34,.857,123,6,240,Philadelphia 76ers
.461,.471,20,21,4,10,31,.786,100,10,240,Sacramento Kings
.398,.429,24,8,11,21,33,.708,104,9,240,Washington Wizards
.461,.393,15,14,3,7,43,.783,99,2,240,San Antonio Spurs
.477,.333,22,17,2,17,34,.656,112,8,240,Orlando Magic
.459,.412,21,9,4,6,28,.781,100,8,240,Portland Trail Blazers
.434,.417,21,11,7,11,24,.571,83,10,240,New Orleans Hornets
.494,.417,16,13,8,7,32,.625,96,9,240,Golden State Warriors
.395,.273,21,11,4,11,32,.828,90,5,240,Chicago Bulls
.484,.294,25,13,10,11,36,.750,114,7,240,Houston Rockets
.487,.263,19,23,4,11,34,.778,95,15,240,Indiana Pacers
.512,.286,19,14,4,11,34,.737,102,6,240,Los Angeles Lakers
.481,.556,20,12,5,7,35,.882,103,6,240,Oklahoma City Thunder
.479,.444,21,17,1,8,30,.667,92,7,240,Phoenix Suns
.438,.294,21,12,6,8,37,.781,100,5,240,Chicago Bulls
.459,.429,22,20,7,13,45,.769,104,10,240,Denver Nuggets
.493,.429,24,14,6,10,33,.745,114,7,240,Miami Heat
.494,.250,24,16,4,8,43,.760,99,4,240,Milwaukee Bucks
.507,.438,19,17,3,10,25,.786,103,12,240,Minnesota Timberwolves
.467,.313,23,14,5,11,41,.750,101,10,240,San Antonio Spurs
.486,.364,27,10,8,9,26,.629,98,8,240,Utah Jazz
.462,.313,22,14,1,10,33,.714,92,15,240,New Orleans Hornets
.482,.370,26,10,6,11,26,.636,104,7,240,Dallas Mavericks
.457,.444,17,13,4,7,26,.875,107,6,240,Atlanta Hawks
.456,.500,30,9,4,12,32,.800,104,14,240,Memphis Grizzlies
.425,.412,16,11,12,9,36,.725,98,7,240,New York Knicks
.432,.333,29,13,5,15,32,.895,100,12,240,Portland Trail Blazers
.405,.333,21,15,6,18,42,.815,94,2,240,Sacramento Kings
.543,.500,30,14,6,2,35,.579,93,5,240,Boston Celtics
.451,.313,22,10,7,7,23,.850,96,3,240,Boston Celtics
.487,.333,15,11,5,10,36,.895,96,5,240,Miami Heat
.469,.375,20,12,7,12,38,.850,113,6,240,Denver Nuggets
.449,.286,22,11,9,10,31,.818,84,3,240,New Orleans Hornets
.494,.469,26,19,4,9,33,.760,110,11,240,Orlando Magic
.472,.333,23,9,4,8,27,.906,102,4,240,Utah Jazz
.530,.308,23,14,8,13,31,.679,111,10,240,Chicago Bulls
.429,.364,22,13,2,12,34,.769,84,3,240,Dallas Mavericks
.472,.353,29,6,4,13,28,.818,108,7,240,Los Angeles Lakers
.512,.286,23,14,5,12,30,.733,110,9,240,Memphis Grizzlies
.446,.333,14,13,7,12,35,.838,101,8,240,Miami Heat
.549,.296,26,6,4,10,28,.870,128,9,240,New York Knicks
.513,.444,23,19,3,10,37,.833,108,6,240,Atlanta Hawks
.613,.556,34,15,4,5,31,.533,105,10,240,Boston Celtics
.568,.500,35,11,5,12,27,.688,120,8,240,Toronto Raptors
.482,.368,21,7,1,7,27,.737,103,10,240,Portland Trail Blazers
.429,.370,23,12,9,19,38,.667,106,5,240,Los Angeles Clippers
.439,.308,25,12,5,16,35,.583,108,7,265,Charlotte Bobcats
.494,.417,20,16,5,12,27,.652,96,8,240,New Jersey Nets
.481,.400,22,8,3,10,27,.750,110,9,240,Golden State Warriors
.455,.227,23,11,4,9,35,.667,97,5,240,Orlando Magic
.567,.444,20,12,1,6,34,.763,109,5,240,Philadelphia 76ers
.471,.261,20,10,5,14,33,.650,99,6,240,Los Angeles Lakers
.506,.560,24,12,5,9,31,.889,110,7,240,Atlanta Hawks
.470,.267,23,10,1,16,29,.654,99,13,240,Oklahoma City Thunder
.564,.500,19,15,4,7,26,.833,122,11,240,Sacramento Kings
.575,.524,31,16,2,14,29,.679,122,4,240,Boston Celtics
.482,.500,26,17,8,11,31,.952,116,9,240,Golden State Warriors
.416,.333,17,13,8,10,33,.741,90,8,240,San Antonio Spurs
.506,.417,23,11,6,13,25,.692,101,9,240,Los Angeles Lakers
.494,.455,22,13,6,13,21,.750,110,17,240,Memphis Grizzlies
.393,.417,20,16,6,13,35,.813,101,11,265,Miami Heat
.465,.391,23,14,4,18,27,.864,108,10,240,Portland Trail Blazers
.517,.400,25,16,5,9,39,1.000,110,3,240,Orlando Magic
.563,.375,21,14,3,6,28,.679,105,8,240,Philadelphia 76ers
.500,.515,24,18,4,14,45,.667,121,6,240,New York Knicks
.442,.438,23,9,10,7,32,.786,97,5,240,Washington Wizards
.429,.500,27,15,4,12,32,.862,108,8,240,Atlanta Hawks
.494,.500,23,18,8,12,31,.833,104,4,240,Charlotte Bobcats
.492,.333,16,21,9,11,37,.714,90,5,240,Chicago Bulls
.519,.438,27,13,5,10,28,.731,117,10,240,Orlando Magic
.446,.533,24,11,6,15,38,.647,112,8,265,Detroit Pistons
.471,.211,26,15,11,13,40,.680,103,5,265,Utah Jazz
.583,.429,27,10,5,4,32,.862,115,8,240,Milwaukee Bucks
.473,.286,24,18,6,14,33,.833,109,5,240,Oklahoma City Thunder
.473,.400,18,13,4,7,38,.952,96,2,240,New Orleans Hornets
.395,.235,21,16,7,16,36,.767,105,13,240,Los Angeles Clippers
.418,.471,22,13,6,17,44,.806,109,8,240,Los Angeles Lakers
.470,.464,25,20,10,11,41,.739,108,9,240,Phoenix Suns
.570,.333,19,17,3,7,34,.750,107,7,265,Miami Heat
.423,.333,21,17,3,13,35,.840,94,9,240,San Antonio Spurs
.585,.462,26,15,8,8,31,.696,118,4,240,Toronto Raptors
.527,.500,25,15,4,12,26,.769,108,5,240,Houston Rockets
.514,.350,24,18,10,9,31,.714,96,9,240,Charlotte Bobcats
.455,.182,20,10,5,9,31,.920,95,8,240,Chicago Bulls
.557,.412,30,14,6,9,38,.860,132,4,240,Denver Nuggets
.535,.500,25,12,7,13,40,.667,112,11,240,Los Angeles Lakers
.468,.500,28,17,5,8,38,.786,107,8,240,San Antonio Spurs
.511,.500,29,12,5,12,28,1.000,111,6,240,Indiana Pacers
.506,.417,27,12,5,9,31,.733,100,10,240,New York Knicks
.495,.529,28,19,3,14,41,.846,136,10,265,Washington Wizards
.521,.600,29,14,3,12,26,.636,119,16,240,Boston Celtics
.432,.286,23,7,8,8,30,.741,96,4,240,Charlotte Bobcats
.521,.333,20,14,6,10,29,.769,107,8,240,Memphis Grizzlies
.512,.313,26,13,4,18,29,.897,115,6,240,Los Angeles Lakers
.512,.429,24,12,5,14,35,.788,118,3,240,Oklahoma City Thunder
.446,.333,19,7,2,12,34,.909,102,8,240,Indiana Pacers
.500,.375,33,10,8,9,33,.618,111,6,240,Los Angeles Clippers
.463,.389,22,5,5,10,33,.769,91,6,240,San Antonio Spurs
.437,.278,23,9,2,9,41,.579,92,4,265,New Orleans Hornets
.463,.368,25,16,3,10,35,.833,118,4,265,Phoenix Suns
.438,.300,19,14,2,10,30,.806,104,7,240,Atlanta Hawks
.584,.455,31,13,7,11,25,.795,131,9,240,Utah Jazz
.533,.484,31,9,3,12,38,.773,130,8,240,Denver Nuggets
.449,.600,24,17,3,15,32,.850,109,8,240,Minnesota Timberwolves
.564,.500,24,9,5,11,31,.811,125,3,240,Oklahoma City Thunder
.522,.421,22,11,8,3,26,.760,99,3,240,Boston Celtics
.524,.538,29,14,3,7,28,.917,122,9,240,Golden State Warriors
.476,.364,19,16,3,13,35,.903,110,9,265,New Orleans Hornets
.455,.350,23,7,9,9,43,.632,99,3,240,Chicago Bulls
.493,.385,19,9,7,7,31,.714,100,8,240,Los Angeles Lakers
.424,.385,16,22,13,13,47,.769,93,11,240,Sacramento Kings
.571,.500,23,16,3,4,26,.696,95,4,240,Philadelphia 76ers
.538,.526,22,14,4,7,32,.656,115,6,240,Phoenix Suns
.450,.375,21,12,3,14,38,.793,101,4,240,San Antonio Spurs
.446,.462,16,8,4,15,29,.750,101,8,240,Detroit Pistons
.522,.500,32,9,8,10,26,.739,121,16,240,Utah Jazz
.540,.350,24,12,2,11,34,1.000,112,7,240,Houston Rockets
.451,.364,21,7,5,4,30,.800,88,8,240,New Orleans Hornets
.464,.368,23,9,5,10,32,.824,99,6,240,Chicago Bulls
.583,.619,30,18,7,7,42,.727,127,13,240,Denver Nuggets
.558,.250,20,10,3,7,23,.759,110,10,240,Detroit Pistons
.474,.250,20,12,7,7,35,.933,89,8,240,Memphis Grizzlies
.444,.379,21,14,4,8,29,.862,108,11,240,Orlando Magic
.456,.250,21,10,3,17,23,.800,96,7,240,Portland Trail Blazers
.459,.417,23,13,8,12,36,.882,98,6,240,Washington Wizards
.437,.429,28,11,5,15,35,.609,99,9,240,Los Angeles Clippers
.515,.500,24,19,5,4,43,.784,110,7,240,San Antonio Spurs
.470,.250,25,10,10,8,30,.850,100,3,240,Atlanta Hawks
.600,.300,25,11,6,6,24,.846,109,10,240,Boston Celtics
.575,.333,24,10,2,9,24,.789,103,6,240,Detroit Pistons
.494,.333,25,6,10,11,24,.750,109,5,240,Golden State Warriors
.368,.091,22,5,3,17,36,.786,93,6,240,Houston Rockets
.543,.438,29,16,3,7,29,.731,114,5,240,Los Angeles Clippers
.500,.500,24,15,5,11,30,.692,101,4,240,Los Angeles Lakers
.486,.478,24,10,9,7,29,.684,96,4,240,Chicago Bulls
.391,.167,20,10,5,19,28,.789,85,8,240,New Orleans Hornets
.495,.524,26,13,2,14,34,.903,129,4,240,Phoenix Suns
.387,.429,22,10,7,11,45,.720,96,10,265,Philadelphia 76ers
.452,.333,19,12,7,14,28,.861,113,9,240,Portland Trail Blazers
.535,.429,27,19,7,11,33,.839,108,7,240,Washington Wizards
.402,.000,17,7,4,13,30,.650,83,9,240,Charlotte Bobcats
.400,.226,20,10,2,15,33,.714,93,8,265,Atlanta Hawks
.447,.286,23,17,5,14,33,.560,86,5,240,Boston Celtics
.471,.316,29,17,3,8,39,.952,106,6,240,Phoenix Suns
.550,.462,27,6,2,7,28,.692,109,4,240,Dallas Mavericks
.512,.250,22,7,5,12,27,.727,112,7,240,Denver Nuggets
.511,.375,22,12,5,7,28,.737,110,11,240,Golden State Warriors
.471,.258,21,9,7,8,40,.875,104,6,240,Houston Rockets
.494,.571,26,23,4,22,26,.722,126,9,240,Los Angeles Clippers
.479,.500,16,14,3,8,35,.781,100,10,240,Milwaukee Bucks
.493,.500,25,18,5,11,33,.794,103,5,240,New Jersey Nets
.481,.333,24,10,7,11,31,.750,103,6,265,New Orleans Hornets
.453,.333,18,16,4,4,43,.561,99,6,265,Orlando Magic
.432,.375,25,13,6,9,33,.923,94,13,265,Portland Trail Blazers
.458,.250,23,16,6,17,32,.828,104,8,240,San Antonio Spurs
.481,.364,21,8,3,9,31,.769,100,6,240,Charlotte Bobcats
.369,.438,15,13,7,17,34,.813,82,8,240,Chicago Bulls
.564,.438,21,7,5,8,29,.684,108,8,240,Portland Trail Blazers
.480,.533,26,13,5,11,44,.909,100,8,240,New Orleans Hornets
.552,.429,31,16,5,7,27,.871,110,15,240,Boston Celtics
.506,.250,24,14,7,8,31,.833,102,7,240,Milwaukee Bucks
.534,.250,24,9,4,15,32,.643,107,3,240,Los Angeles Lakers
.516,.222,21,19,5,10,34,.850,119,13,265,Golden State Warriors
.533,.000,16,11,4,13,32,.810,115,10,240,Memphis Grizzlies
.500,.455,23,14,7,8,36,.857,89,6,240,New Jersey Nets
.472,.333,21,9,4,20,40,.704,112,5,240,Orlando Magic
.488,.235,28,17,12,13,37,.680,101,8,240,San Antonio Spurs
.477,.458,25,18,4,9,38,.842,109,6,240,Phoenix Suns
.507,.474,19,11,4,5,32,.870,103,7,240,Atlanta Hawks
.415,.474,23,15,11,7,41,.750,92,10,240,Chicago Bulls
.358,.300,16,8,2,13,33,.824,75,10,240,Detroit Pistons
.529,.406,26,10,7,11,35,.684,118,0,240,Orlando Magic
.435,.212,28,12,8,18,30,.800,113,4,240,Los Angeles Clippers
.525,.615,27,13,8,10,32,.769,120,4,240,Miami Heat
.514,.250,17,19,5,11,38,.783,94,6,240,Memphis Grizzlies
.347,.381,18,14,0,11,28,.931,87,11,240,Dallas Mavericks
.469,.800,19,13,8,15,42,.533,96,8,240,New Orleans Hornets
.386,.294,12,15,5,22,35,.824,101,8,240,Oklahoma City Thunder
.407,.400,19,14,3,15,29,.774,96,12,240,Philadelphia 76ers
.422,.500,29,14,3,11,28,.850,97,8,240,Portland Trail Blazers
.429,.111,14,12,6,12,32,.692,85,2,240,Washington Wizards
.511,.550,28,10,5,11,33,.762,121,11,240,Denver Nuggets
.395,.333,25,8,6,13,32,.880,92,8,240,Chicago Bulls
.500,.333,26,9,1,8,38,.765,113,7,240,San Antonio Spurs
.494,.467,26,13,3,9,31,.806,129,7,240,Houston Rockets
.446,.538,24,9,7,12,28,.759,103,6,240,New Jersey Nets
.455,.267,18,9,7,8,25,.739,91,9,240,New Orleans Hornets
.462,.345,24,11,5,14,26,.724,115,7,240,New York Knicks
.457,.500,17,6,2,10,29,.667,103,9,240,Detroit Pistons
.543,.231,31,14,3,10,31,1.000,105,12,240,Philadelphia 76ers
.500,.556,19,17,5,16,28,.750,96,9,240,Sacramento Kings
.441,.364,17,9,8,18,28,.700,100,6,240,Memphis Grizzlies
.500,.458,29,9,5,9,34,.680,112,8,240,Boston Celtics
.500,.417,18,14,4,11,19,.933,112,5,240,Dallas Mavericks
.620,.444,34,16,6,4,34,.828,120,11,240,Los Angeles Lakers
.451,.375,12,16,1,11,39,.750,94,5,240,Charlotte Bobcats
.506,.522,23,15,2,7,32,.813,120,6,240,Denver Nuggets
.475,.407,20,9,1,6,31,.815,109,3,240,Denver Nuggets
.622,.385,32,23,6,7,28,.789,112,9,240,New Orleans Hornets
.414,.280,22,11,6,10,40,.850,96,6,240,Houston Rockets
.500,.471,20,13,4,8,38,.684,111,5,240,Orlando Magic
.432,.500,22,7,5,8,35,.783,98,6,240,Milwaukee Bucks
.452,.381,21,16,8,11,32,.963,118,12,265,Oklahoma City Thunder
.439,.529,26,11,5,12,27,.857,93,7,240,New Jersey Nets
.506,.529,26,8,5,13,30,.862,114,4,240,Charlotte Bobcats
.494,.267,28,13,3,17,26,.882,107,10,240,Philadelphia 76ers
.513,.350,23,13,3,8,25,.793,112,8,240,San Antonio Spurs
.500,.375,25,9,4,7,33,.920,111,6,240,Dallas Mavericks
.361,.303,24,11,1,14,31,.821,93,9,240,New York Knicks
.469,.294,21,21,3,8,34,.697,88,7,240,Boston Celtics
.512,.368,22,12,4,13,33,.870,111,7,240,Atlanta Hawks
.425,.444,25,11,2,16,38,.739,99,7,240,Chicago Bulls
.477,.435,23,10,4,13,34,.714,117,6,240,Denver Nuggets
.511,.385,32,16,6,17,24,.613,121,13,265,Charlotte Bobcats
.625,.545,31,9,6,7,29,.571,124,7,240,Indiana Pacers
.512,.364,21,16,3,15,27,.667,100,8,240,Sacramento Kings
.452,.208,18,9,5,9,33,.773,88,3,240,Miami Heat
.494,.238,27,16,5,13,42,.756,124,3,290,Oklahoma City Thunder
.451,.200,19,14,9,15,26,.923,99,13,240,Memphis Grizzlies
.432,.353,23,18,5,6,39,.692,88,7,240,Phoenix Suns
.553,.400,24,16,8,7,33,.743,116,6,265,Milwaukee Bucks
.441,.333,29,10,2,16,27,.769,108,20,240,Utah Jazz
.477,.353,26,8,7,11,35,.880,110,4,240,Chicago Bulls
.493,.381,28,13,4,8,33,.815,102,6,240,Dallas Mavericks
.430,.379,26,6,5,11,24,.750,103,10,240,Los Angeles Clippers
.500,.286,28,10,6,14,30,.826,107,5,240,Memphis Grizzlies
.427,.381,15,8,7,12,32,.704,91,6,240,Milwaukee Bucks
.438,.393,21,17,9,8,46,.733,103,7,240,Minnesota Timberwolves
.500,.333,23,12,2,9,30,.800,102,9,240,Sacramento Kings
.514,.500,22,13,6,8,24,.889,108,10,240,San Antonio Spurs
.493,.400,21,17,10,9,38,.800,96,8,240,Golden State Warriors
.603,.529,34,15,4,9,34,.667,109,5,240,Boston Celtics
.513,.333,19,6,3,15,26,.878,124,4,240,New York Knicks
.520,.444,21,20,9,12,29,.688,108,10,240,Miami Heat
.413,.290,24,18,5,24,37,.643,103,8,240,Orlando Magic
.551,.375,31,9,5,8,27,.818,110,9,240,Philadelphia 76ers
.481,.360,26,10,6,6,37,.905,104,3,240,Phoenix Suns
.479,.409,27,14,4,13,37,.676,102,2,240,Dallas Mavericks
.444,.400,19,25,5,15,41,.857,104,8,240,Indiana Pacers
.520,.154,24,15,7,12,22,.926,105,8,240,Los Angeles Clippers
.533,.400,25,14,3,8,24,.696,100,6,240,Memphis Grizzlies
.489,.444,19,13,6,16,34,.821,117,7,240,Miami Heat
.532,.600,30,10,2,12,26,.846,115,11,240,New Jersey Nets
.447,.375,21,19,10,9,40,.857,83,4,240,Utah Jazz
.484,.300,22,16,5,16,38,.833,114,9,265,Los Angeles Lakers
.486,.333,19,16,2,10,31,.767,97,13,240,New Orleans Hornets
.507,.154,17,10,1,6,31,.875,99,5,240,Portland Trail Blazers
.447,.364,23,16,3,11,32,.882,95,14,240,Boston Celtics
.553,.417,30,13,5,6,34,.667,100,4,240,Atlanta Hawks
.471,.474,26,18,5,16,33,.813,117,8,240,Indiana Pacers
.519,.400,19,14,1,10,38,.808,109,8,240,Denver Nuggets
.507,.300,26,13,1,8,38,.800,97,4,240,Charlotte Bobcats
.513,.462,27,11,5,11,30,.700,106,6,240,Chicago Bulls
.489,.462,27,17,7,10,37,.909,102,12,240,Memphis Grizzlies
.446,.333,23,8,4,13,34,1.000,106,6,240,Philadelphia 76ers
.500,.440,24,15,4,10,44,.857,113,3,240,Dallas Mavericks
.529,.417,22,14,10,8,36,.733,104,3,240,Oklahoma City Thunder
.500,.231,20,15,11,10,44,.739,92,4,240,Phoenix Suns
.447,.500,20,10,4,12,27,.720,97,6,240,Houston Rockets
.506,.500,23,17,6,8,28,.769,100,7,240,Golden State Warriors
.412,.375,20,10,5,10,28,.765,89,5,240,San Antonio Spurs
.500,.438,19,10,6,9,35,.694,104,6,240,Miami Heat
.436,.259,25,10,3,16,28,.923,101,8,240,Atlanta Hawks
.494,.471,22,14,3,10,23,.882,101,5,240,Dallas Mavericks
.551,.474,24,8,3,9,27,.737,109,12,240,Miami Heat
.463,.308,29,11,10,12,31,.944,113,5,240,Utah Jazz
.482,.300,18,7,7,14,26,.500,92,6,240,Detroit Pistons
.403,.357,12,16,5,14,44,.767,100,4,240,Indiana Pacers
.513,.375,20,15,9,12,26,.900,112,9,240,Memphis Grizzlies
.470,.385,25,13,9,7,34,.944,100,6,240,Philadelphia 76ers
.512,.333,25,14,5,10,35,.875,111,5,240,Oklahoma City Thunder
.571,.389,28,17,1,9,33,.667,113,7,240,San Antonio Spurs
.548,.273,35,15,6,9,32,.889,111,11,240,Toronto Raptors
.457,.387,24,12,2,17,37,.609,110,10,240,Orlando Magic
.465,.318,20,10,14,14,30,.824,101,3,240,Dallas Mavericks
.538,.632,27,10,2,7,28,.882,111,6,240,Portland Trail Blazers
.481,.333,26,7,4,5,30,.826,101,8,240,Golden State Warriors
.395,.263,17,13,8,14,37,.880,95,5,265,Houston Rockets
.515,.250,18,15,1,5,33,.708,89,3,240,Detroit Pistons
.544,.407,30,15,2,5,41,.727,113,4,240,Denver Nuggets
.474,.333,20,4,8,8,29,.852,101,8,240,Los Angeles Lakers
.566,.619,30,7,3,5,29,.846,121,5,240,Oklahoma City Thunder
.466,.385,16,9,3,10,35,.743,99,5,240,Atlanta Hawks
.476,.333,21,15,4,4,37,.824,91,7,240,Boston Celtics
.442,.357,19,13,7,10,34,.679,97,9,240,Miami Heat
.470,.409,18,15,4,15,31,.818,105,6,240,Indiana Pacers
.597,.407,27,17,7,10,29,.824,117,7,240,New York Knicks
.418,.313,16,16,7,11,39,.767,94,7,240,Charlotte Bobcats
.410,.318,21,16,3,16,35,.889,99,6,240,Dallas Mavericks
.434,.409,27,12,2,6,31,.771,108,11,240,Houston Rockets
.437,.433,32,6,2,9,32,.750,104,8,240,Phoenix Suns
.432,.500,22,14,7,14,29,.600,93,12,240,Los Angeles Lakers
.430,.423,21,15,6,11,33,1.000,104,6,240,Minnesota Timberwolves
.515,.250,21,11,4,8,23,.925,109,8,240,Portland Trail Blazers
.489,.111,19,11,4,10,28,.667,107,8,240,Utah Jazz
.544,.231,26,8,5,8,42,.824,117,9,240,Philadelphia 76ers
.529,.556,24,14,5,8,37,.727,100,2,240,San Antonio Spurs
.511,.444,22,15,6,15,36,.778,112,1,240,Minnesota Timberwolves
.530,.333,20,11,3,10,26,.750,117,10,240,Miami Heat
.463,.154,17,13,7,12,38,.700,92,7,240,Milwaukee Bucks
.457,.400,17,9,5,6,30,.744,105,11,265,Memphis Grizzlies
.432,.333,22,16,1,17,32,.618,101,9,240,Orlando Magic
.433,.474,27,10,3,17,27,.727,103,10,240,Detroit Pistons
.511,.500,30,14,2,12,30,.667,116,12,240,Golden State Warriors
.476,.455,23,13,5,13,29,.808,104,7,240,Indiana Pacers
.469,.522,29,14,1,13,30,.789,103,6,265,New Jersey Nets
.547,.529,28,15,1,12,26,.813,116,7,240,Los Angeles Clippers
.461,.385,25,14,4,6,34,.731,99,8,240,Orlando Magic
.469,.360,22,12,5,9,30,.773,102,2,240,Dallas Mavericks
.580,.429,30,11,7,10,31,.579,111,6,240,San Antonio Spurs
.398,.333,17,8,5,11,30,.769,91,8,240,Chicago Bulls
.474,.625,19,17,9,12,39,.900,100,7,240,Washington Wizards
.479,.300,20,14,6,12,35,.760,92,3,240,Los Angeles Lakers
.524,.484,25,12,5,10,26,.750,121,8,240,Denver Nuggets
.524,.545,25,17,6,12,35,.857,112,5,240,Phoenix Suns
.407,.143,18,5,7,13,35,.647,94,3,240,New Jersey Nets
.500,.400,34,15,6,12,31,.813,126,7,265,Cleveland Cavaliers
.507,.429,29,16,3,11,33,.828,106,9,240,Miami Heat
.506,.400,17,15,5,13,31,.800,116,10,240,Indiana Pacers
.432,.500,15,14,9,11,34,.733,89,9,240,Memphis Grizzlies
.536,.400,22,14,3,7,34,.680,113,9,240,Los Angeles Lakers
.452,.286,22,10,5,9,34,.810,99,7,240,New Orleans Hornets
.354,.385,18,9,3,8,38,.824,77,10,240,Philadelphia 76ers
.543,.412,23,16,8,9,23,.760,102,10,240,Portland Trail Blazers
.404,.217,19,6,6,15,32,.783,95,10,240,Phoenix Suns
.423,.263,24,10,7,9,35,.810,88,4,240,Charlotte Bobcats
.551,.533,26,15,4,9,33,.800,106,6,240,Dallas Mavericks
.478,.412,17,18,3,10,36,.732,103,5,240,Indiana Pacers
.513,.417,24,8,3,4,36,.846,107,10,240,Philadelphia 76ers
.430,.471,25,12,8,9,36,.833,105,10,240,New York Knicks
.515,.462,20,15,4,6,41,.955,97,3,240,Chicago Bulls
.475,.154,12,10,8,9,27,.656,99,9,240,Oklahoma City Thunder
.584,.520,27,15,5,8,29,.882,118,13,240,San Antonio Spurs
