twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.526,.500,29,12,5,4,37,.600,102,6,240,Dallas Mavericks,52f310a61b343268116793a8
.365,.429,21,12,2,7,38,.735,94,11,240,Houston Rockets,52f310a81b343268116793a9
.429,.359,23,13,5,14,33,.722,118,10,265,Los Angeles Lakers,52f310a91b343268116793aa
.532,.381,23,15,7,10,29,.769,102,10,240,Miami Heat,52f310aa1b343268116793ab
.518,.579,33,12,9,13,32,.783,115,5,240,Indiana Pacers,52f310ab1b343268116793ac
.549,.481,30,15,4,6,32,.857,121,8,240,Sacramento Kings,52f310ad1b343268116793ad
.616,.619,27,10,6,8,30,.810,136,8,240,Portland Trail Blazers,52f310ae1b343268116793ae
.434,.261,20,9,6,9,34,.682,93,12,240,Brooklyn Nets,52f310af1b343268116793af
.538,.529,23,19,8,6,37,.818,111,13,240,Denver Nuggets,52f310b01b343268116793b0
.487,.464,29,15,5,6,36,.737,103,8,240,Milwaukee Bucks,52f310b11b343268116793b1
.469,.308,21,10,11,14,29,.800,96,7,240,Memphis Grizzlies,52f310b21b343268116793b2
.507,.406,21,12,3,8,31,.800,113,11,240,New York Knicks,52f310b31b343268116793b3
.451,.444,18,16,4,17,30,.641,107,13,240,Phoenix Suns,52f310b41b343268116793b4
.500,.556,23,16,5,9,36,.750,104,6,240,Washington Wizards,52f310b61b343268116793b5
.625,.500,37,9,4,6,29,.600,129,13,240,Los Angeles Clippers,52f310b71b343268116793b6
.453,.192,21,13,9,19,31,.500,90,5,240,Los Angeles Lakers,52f310b81b343268116793b7
.559,.500,20,12,5,4,24,.710,105,10,240,Miami Heat,52f310b91b343268116793b8
.457,.381,27,12,5,15,44,.800,100,7,240,Dallas Mavericks,52f310ba1b343268116793b9
.465,.550,25,13,4,19,29,.778,98,9,240,New Orleans Hornets,52f310bb1b343268116793ba
.441,.250,21,14,6,3,38,.818,91,9,240,Oklahoma City Thunder,52f310bc1b343268116793bb
.494,.444,28,16,9,5,36,.714,99,4,240,Orlando Magic,52f310bd1b343268116793bc
.460,.368,22,9,8,11,33,.737,115,6,240,Milwaukee Bucks,52f310be1b343268116793bd
.393,.348,22,11,5,9,38,.765,100,9,240,Toronto Raptors,52f310c01b343268116793be
.410,.550,16,14,4,13,46,.708,92,7,240,Golden State Warriors,52f310c11b343268116793bf
.526,.533,31,6,4,9,26,.667,106,5,240,Philadelphia 76ers,52f310c21b343268116793c0
.512,.250,25,14,2,14,31,.680,108,12,240,Denver Nuggets,52f310c31b343268116793c1
.524,.381,25,12,1,9,26,.786,105,7,240,San Antonio Spurs,52f310c51b343268116793c2
.519,.375,26,11,9,11,36,.867,103,5,240,Utah Jazz,52f310c61b343268116793c3
.500,.313,17,9,4,19,23,.742,108,8,240,Brooklyn Nets,52f310c81b343268116793c4
.455,.353,20,10,3,16,32,.800,100,8,240,Charlotte Bobcats,52f310ca1b343268116793c5
.410,.308,24,11,2,14,34,.760,95,8,240,Cleveland Cavaliers,52f310cc1b343268116793c6
.427,.300,27,14,4,14,31,.733,98,14,240,Miami Heat,52f310ce1b343268116793c7
.500,.379,23,9,5,3,38,.815,115,5,240,Dallas Mavericks,52f310cf1b343268116793c8
.537,.600,30,16,11,11,38,.389,107,6,240,Minnesota Timberwolves,52f310d11b343268116793c9
.466,.360,20,10,5,7,34,.617,106,8,240,Los Angeles Lakers,52f310d21b343268116793ca
.513,.273,31,11,7,9,28,.677,102,10,240,Memphis Grizzlies,52f310d41b343268116793cb
.468,.364,22,12,2,9,43,.667,96,1,240,Atlanta Hawks,52f310d51b343268116793cc
.513,.400,29,14,7,6,34,.800,112,11,240,Boston Celtics,52f310d61b343268116793cd
.488,.429,22,14,8,18,35,.703,117,11,240,Denver Nuggets,52f310d81b343268116793ce
.569,.444,27,13,9,11,31,.600,105,5,240,Golden State Warriors,52f310d91b343268116793cf
.513,.476,26,22,5,11,35,.767,111,10,240,Houston Rockets,52f310da1b343268116793d0
.500,.360,22,12,6,15,34,.615,107,8,240,Indiana Pacers,52f310dc1b343268116793d1
.544,.500,20,12,3,10,21,.762,96,8,240,Memphis Grizzlies,52f310dd1b343268116793d2
.536,.438,20,24,7,11,37,.879,110,9,240,Oklahoma City Thunder,52f310df1b343268116793d3
.467,.250,25,13,6,10,29,.852,98,7,240,Miami Heat,52f310e01b343268116793d4
.542,.391,17,5,3,7,33,.846,121,9,240,Sacramento Kings,52f310e11b343268116793d5
.500,.500,25,13,0,13,35,.500,106,8,240,Washington Wizards,52f310e41b343268116793d6
.513,.357,24,14,6,9,35,.714,105,8,240,Portland Trail Blazers,52f310e51b343268116793d7
.440,.385,31,15,4,11,38,.765,92,7,240,San Antonio Spurs,52f310e71b343268116793d8
.488,.522,27,20,4,8,33,.813,107,14,240,Atlanta Hawks,52f310e81b343268116793d9
.500,.333,25,16,6,8,38,.636,96,7,240,Dallas Mavericks,52f310ea1b343268116793da
.455,.083,18,16,10,13,29,.727,87,8,240,Denver Nuggets,52f310eb1b343268116793db
.518,.500,28,14,0,11,32,.864,113,8,240,Chicago Bulls,52f310ec1b343268116793dc
.486,.355,25,18,2,12,32,.806,108,7,240,Houston Rockets,52f310ed1b343268116793dd
.423,.500,27,15,8,7,41,.667,99,9,240,Los Angeles Lakers,52f310ef1b343268116793de
.519,.467,24,11,5,8,33,.818,107,7,240,Miami Heat,52f310f01b343268116793df
.553,.308,21,17,4,8,44,.674,117,6,240,Oklahoma City Thunder,52f310f11b343268116793e0
.485,.300,16,19,8,10,36,.852,92,6,240,Toronto Raptors,52f310f21b343268116793e1
.500,.450,23,12,7,9,30,.789,96,5,240,Washington Wizards,52f310f31b343268116793e2
.519,.667,28,13,8,10,32,.650,105,6,240,Boston Celtics,52f310f41b343268116793e3
.494,.462,28,12,14,9,32,.737,98,6,240,Philadelphia 76ers,52f310f51b343268116793e4
.477,.368,25,9,4,12,33,.958,112,6,240,Portland Trail Blazers,52f310f61b343268116793e5
.577,.353,32,18,7,11,32,.793,119,7,240,San Antonio Spurs,52f310f71b343268116793e6
.437,.313,18,5,4,7,31,.742,90,7,240,Utah Jazz,52f310f91b343268116793e7
.516,.667,30,10,3,15,27,.850,127,6,240,Washington Wizards,52f310fa1b343268116793e8
.524,.381,30,11,5,9,29,.692,105,14,240,Atlanta Hawks,52f310fb1b343268116793e9
.488,.238,17,16,8,12,34,.800,107,9,240,Oklahoma City Thunder,52f310fc1b343268116793ea
.458,.500,27,10,6,8,42,.778,108,7,240,Golden State Warriors,52f310fd1b343268116793eb
.453,.286,20,12,8,12,39,.548,93,5,240,Los Angeles Clippers,52f310fe1b343268116793ec
.569,.429,28,13,7,6,37,.655,113,2,240,Los Angeles Lakers,52f310ff1b343268116793ed
.444,.444,25,14,3,13,33,.885,115,6,240,Milwaukee Bucks,52f311001b343268116793ee
.563,.333,18,18,10,7,20,.741,97,8,240,Minnesota Timberwolves,52f311011b343268116793ef
.582,.455,31,12,2,2,24,.690,108,8,240,Miami Heat,52f311031b343268116793f0
.573,.591,33,12,3,10,29,.857,127,7,240,Dallas Mavericks,52f311041b343268116793f1
.494,.350,25,14,7,10,29,.667,105,11,240,Miami Heat,52f311051b343268116793f2
.532,.409,32,11,5,8,23,.788,119,9,240,Charlotte Bobcats,52f311061b343268116793f3
.460,.350,26,13,5,20,33,.741,119,10,265,Denver Nuggets,52f311071b343268116793f4
.443,.364,29,14,9,15,42,.862,111,8,240,Indiana Pacers,52f311081b343268116793f5
.542,.429,21,9,8,13,28,.870,119,9,240,Brooklyn Nets,52f3110a1b343268116793f6
.488,.313,19,13,10,11,38,.636,92,6,240,Memphis Grizzlies,52f3110b1b343268116793f7
.500,.526,21,16,7,6,38,.867,93,6,240,Golden State Warriors,52f3110c1b343268116793f8
.500,.313,31,13,8,8,35,.769,101,7,240,Philadelphia 76ers,52f3110d1b343268116793f9
.483,.400,21,16,7,14,41,.467,99,10,240,Phoenix Suns,52f3110e1b343268116793fa
.464,.348,18,12,5,8,26,.720,90,9,240,New York Knicks,52f3110f1b343268116793fb
.391,.261,18,15,6,15,48,.875,95,4,240,Indiana Pacers,52f311101b343268116793fc
.483,.474,29,11,8,15,28,.692,102,8,240,Milwaukee Bucks,52f311111b343268116793fd
.448,.190,23,12,4,17,35,.828,114,10,240,Denver Nuggets,52f311121b343268116793fe
.507,.500,25,15,1,8,29,.824,116,8,240,Sacramento Kings,52f311131b343268116793ff
.481,.444,26,16,6,9,38,.824,98,7,240,Atlanta Hawks,52f311151b34326811679400
.467,.500,21,12,7,13,29,.725,107,10,240,Charlotte Bobcats,52f311161b34326811679401
.444,.414,21,13,6,11,23,.733,98,9,240,Miami Heat,52f311171b34326811679402
.506,.333,21,9,2,13,32,.762,113,6,240,Brooklyn Nets,52f311181b34326811679403
.447,.261,15,15,4,9,35,.813,100,10,240,Houston Rockets,52f311191b34326811679404
.526,.300,24,14,3,8,36,.684,101,13,240,Los Angeles Clippers,52f3111a1b34326811679405
.360,.400,11,19,5,19,35,.833,90,5,265,Memphis Grizzlies,52f3111b1b34326811679406
.437,.313,20,18,7,11,34,.769,87,7,240,New Orleans Hornets,52f3111c1b34326811679407
.526,.441,20,11,2,10,24,.688,106,8,240,New York Knicks,52f3111d1b34326811679408
.485,.400,22,21,4,6,35,.640,88,7,240,Washington Wizards,52f3111e1b34326811679409
.482,.308,27,12,7,8,30,.933,104,9,240,San Antonio Spurs,52f3111f1b3432681167940a
.488,.476,19,14,5,8,37,.700,99,4,240,Portland Trail Blazers,52f3111f1b3432681167940b
.487,.636,18,19,8,11,23,.741,101,13,240,Denver Nuggets,52f311201b3432681167940c
.533,.333,21,16,6,4,36,.833,101,4,240,Sacramento Kings,52f311211b3432681167940d
.471,.556,22,9,2,10,38,.750,104,8,240,Portland Trail Blazers,52f311231b3432681167940e
.463,.316,26,14,3,13,35,.786,104,7,240,Dallas Mavericks,52f311241b3432681167940f
.571,.345,26,22,6,13,41,.667,116,8,240,Houston Rockets,52f311251b34326811679410
.481,.250,23,14,11,11,45,.767,102,6,240,Indiana Pacers,52f311261b34326811679411
.460,.423,28,9,5,6,33,.750,103,8,240,Washington Wizards,52f311271b34326811679412
.559,.533,21,18,6,4,29,.731,103,15,240,Miami Heat,52f311281b34326811679413
.474,.286,19,15,9,16,33,.778,90,4,240,New Orleans Hornets,52f311291b34326811679414
.425,.238,17,13,11,10,39,.727,97,8,240,Oklahoma City Thunder,52f3112a1b34326811679415
.532,.167,28,14,4,10,40,.775,117,10,240,Minnesota Timberwolves,52f3112b1b34326811679416
.464,.400,23,17,10,8,38,.750,104,8,265,San Antonio Spurs,52f3112d1b34326811679417
.535,.455,16,13,5,9,31,.542,99,8,240,New York Knicks,52f3112e1b34326811679418
.456,.385,31,15,3,8,32,.714,92,8,240,Detroit Pistons,52f3112f1b34326811679419
.432,.273,21,10,5,12,34,.636,87,4,240,Chicago Bulls,52f311301b3432681167941a
.435,.286,25,15,7,13,33,.719,101,8,240,Denver Nuggets,52f311301b3432681167941b
.493,.500,25,21,4,8,34,.773,101,5,240,Golden State Warriors,52f311311b3432681167941c
.468,.346,19,15,6,12,29,.750,101,11,240,Los Angeles Clippers,52f311321b3432681167941d
.457,.364,26,8,6,16,28,.833,110,8,240,Memphis Grizzlies,52f311331b3432681167941e
.519,.368,20,11,3,11,33,.913,110,14,240,New York Knicks,52f311341b3432681167941f
.543,.500,23,19,7,7,27,.848,113,8,240,Dallas Mavericks,52f311351b34326811679420
.400,.346,19,13,7,12,32,.852,96,7,240,Houston Rockets,52f311361b34326811679421
.500,.433,28,10,10,4,44,.870,109,9,240,Miami Heat,52f311371b34326811679422
.500,.385,28,13,4,7,30,.762,104,9,240,Atlanta Hawks,52f311371b34326811679423
.461,.385,25,14,3,20,32,.706,104,7,240,Chicago Bulls,52f311381b34326811679424
.524,.364,23,10,5,9,34,.722,103,12,240,Oklahoma City Thunder,52f311391b34326811679425
.461,.286,19,16,7,15,29,.903,102,7,240,Brooklyn Nets,52f3113a1b34326811679426
.490,.381,31,9,4,17,31,.714,117,9,240,Philadelphia 76ers,52f3113b1b34326811679427
.478,.435,22,11,4,9,39,.684,109,3,240,Golden State Warriors,52f3113c1b34326811679428
.476,.348,18,20,6,15,34,.800,100,7,240,Indiana Pacers,52f3113d1b34326811679429
.482,.560,30,12,10,17,28,.933,110,8,240,New Orleans Hornets,52f3113e1b3432681167942a
.474,.536,31,12,6,11,33,.655,108,7,240,Miami Heat,52f311401b3432681167942b
.488,.500,22,15,10,14,32,.857,107,7,240,Utah Jazz,52f311421b3432681167942c
.500,.385,17,12,4,10,32,.682,107,8,240,Washington Wizards,52f311441b3432681167942d
.433,.286,11,8,3,15,26,.778,100,12,240,New York Knicks,52f311461b3432681167942e
.488,.261,23,15,7,8,34,.852,109,12,265,Dallas Mavericks,52f311481b3432681167942f
.532,.538,26,13,3,8,33,.875,105,10,240,Minnesota Timberwolves,52f3114a1b34326811679430
.518,.300,26,10,8,11,32,.714,114,5,240,Charlotte Bobcats,52f3114b1b34326811679431
.471,.364,27,18,3,12,31,.722,101,9,240,Chicago Bulls,52f3114d1b34326811679432
.447,.357,27,15,4,2,35,.714,93,10,240,Boston Celtics,52f3114e1b34326811679433
.456,.393,24,15,1,16,29,.571,105,6,240,Sacramento Kings,52f311521b34326811679434
.449,.333,20,12,5,9,36,.857,100,9,240,Indiana Pacers,52f311561b34326811679435
.537,.455,27,21,9,12,32,.579,120,10,240,Los Angeles Lakers,52f311581b34326811679436
.466,.448,18,9,3,12,23,.857,105,9,240,Los Angeles Clippers,52f311591b34326811679437
.514,.419,18,11,2,7,24,.864,108,9,240,New York Knicks,52f3115b1b34326811679438
.460,.571,20,14,8,7,34,.902,103,9,240,Oklahoma City Thunder,52f3115d1b34326811679439
.472,.500,28,15,3,14,34,.889,100,5,240,Philadelphia 76ers,52f3115f1b3432681167943a
.484,.250,24,9,1,19,35,.560,111,8,240,Brooklyn Nets,52f311601b3432681167943b
.461,.667,20,18,8,11,27,.741,100,7,240,San Antonio Spurs,52f311611b3432681167943c
.494,.476,27,11,0,8,32,.850,107,11,240,Atlanta Hawks,52f311621b3432681167943d
.518,.400,30,16,6,12,34,.692,103,10,240,Utah Jazz,52f311631b3432681167943e
.476,.467,22,13,4,15,40,.615,103,8,240,Indiana Pacers,52f311651b3432681167943f
.484,.368,22,12,4,15,28,.727,113,12,240,Milwaukee Bucks,52f311651b34326811679440
.530,.389,21,18,3,13,37,.917,117,5,240,Sacramento Kings,52f311661b34326811679441
.542,.478,25,12,9,9,28,.810,118,8,240,Boston Celtics,52f311671b34326811679442
.488,.389,26,9,6,12,31,.600,97,5,240,Philadelphia 76ers,52f311681b34326811679443
.568,.286,23,12,5,8,25,.677,109,12,240,Denver Nuggets,52f311691b34326811679444
.537,.308,25,10,6,10,32,.778,99,7,240,Toronto Raptors,52f3116b1b34326811679445
.506,.364,24,14,4,13,29,.905,103,8,240,Memphis Grizzlies,52f3116c1b34326811679446
.446,.333,20,10,1,13,33,.815,101,10,240,Minnesota Timberwolves,52f3116d1b34326811679447
.609,.519,30,13,3,3,24,.625,108,11,240,Miami Heat,52f3116f1b34326811679448
.494,.474,14,13,4,12,25,.867,111,8,240,New York Knicks,52f311701b34326811679449
.430,.333,23,9,7,13,28,.818,97,7,240,Orlando Magic,52f311721b3432681167944a
.500,.211,25,10,4,13,29,.833,105,12,240,Utah Jazz,52f311731b3432681167944b
.527,.400,29,9,5,6,26,.952,104,3,240,San Antonio Spurs,52f311731b3432681167944c
.436,.286,18,16,6,9,35,.742,97,9,240,Atlanta Hawks,52f311751b3432681167944d
.506,.333,24,11,9,9,30,.778,100,3,240,Dallas Mavericks,52f311771b3432681167944e
.540,.450,22,10,8,11,41,.815,125,6,240,Golden State Warriors,52f311781b3432681167944f
.438,.375,17,20,5,12,36,.704,98,7,240,Houston Rockets,52f3117a1b34326811679450
.533,.250,24,13,12,10,38,.781,109,7,240,Oklahoma City Thunder,52f3117b1b34326811679451
.507,.600,25,9,5,5,30,.704,99,9,240,Memphis Grizzlies,52f3117c1b34326811679452
.521,.313,28,10,1,7,26,.704,100,7,240,Philadelphia 76ers,52f3117d1b34326811679453
.463,.267,18,14,5,19,26,.739,112,12,240,Indiana Pacers,52f3117f1b34326811679454
.463,.333,28,7,7,15,27,.654,103,9,240,Los Angeles Lakers,52f311801b34326811679455
.556,.588,27,10,6,10,25,.667,116,14,240,Utah Jazz,52f311811b34326811679456
.395,.348,19,9,4,10,27,.675,95,10,240,Chicago Bulls,52f311821b34326811679457
.541,.571,23,14,5,9,36,.690,112,7,240,New Orleans Hornets,52f311831b34326811679458
.486,.519,23,11,1,10,31,.774,108,7,240,New York Knicks,52f311841b34326811679459
.465,.429,23,10,8,3,30,.667,88,7,240,Miami Heat,52f311851b3432681167945a
.482,.529,24,9,5,14,34,.643,109,4,240,Washington Wizards,52f311861b3432681167945b
.457,.300,26,11,3,10,27,.731,102,8,240,Atlanta Hawks,52f311871b3432681167945c
.449,.310,27,9,6,20,34,.636,111,4,240,Houston Rockets,52f311881b3432681167945d
.549,.435,29,14,4,9,26,.750,109,8,240,Indiana Pacers,52f311891b3432681167945e
.456,.286,15,10,5,10,30,.750,92,9,240,Memphis Grizzlies,52f311891b3432681167945f
.510,.519,32,10,2,14,31,.882,131,7,240,Milwaukee Bucks,52f3118a1b34326811679460
.482,.278,30,8,4,4,27,.926,110,10,240,Minnesota Timberwolves,52f3118b1b34326811679461
.558,.467,24,8,1,7,22,.714,108,4,240,Detroit Pistons,52f3118c1b34326811679462
.542,.409,26,6,3,10,22,.722,112,7,240,Utah Jazz,52f3118d1b34326811679463
.444,.333,23,16,8,19,38,.636,101,8,240,Los Angeles Lakers,52f3118d1b34326811679464
.521,.519,17,13,3,6,18,.700,102,8,240,New York Knicks,52f3118e1b34326811679465
.423,.462,22,10,4,10,41,.692,90,3,240,Washington Wizards,52f3118f1b34326811679466
.519,.318,16,11,0,8,30,.667,95,7,240,New York Knicks,52f311901b34326811679467
.507,.350,20,15,9,4,30,.864,98,7,240,Boston Celtics,52f311911b34326811679468
.432,.286,22,17,5,13,37,.875,88,11,240,Charlotte Bobcats,52f311921b34326811679469
.566,.476,31,18,4,8,36,.773,113,6,240,Brooklyn Nets,52f311931b3432681167946a
.462,.368,25,13,8,11,36,.864,98,5,240,Golden State Warriors,52f311941b3432681167946b
.559,.429,39,6,5,13,24,.722,126,14,240,Los Angeles Clippers,52f311951b3432681167946c
.524,.615,33,18,3,13,29,.688,107,12,240,Minnesota Timberwolves,52f311961b3432681167946d
.507,.333,27,12,4,7,30,.786,94,10,240,Memphis Grizzlies,52f311961b3432681167946e
.488,.333,32,19,4,12,35,.857,112,7,240,Houston Rockets,52f311971b3432681167946f
.444,.345,26,15,4,12,41,.615,98,7,240,San Antonio Spurs,52f311981b34326811679470
.455,.125,21,15,6,4,40,.750,88,6,240,Toronto Raptors,52f311991b34326811679471
.562,.389,22,14,8,8,34,.750,113,7,240,Denver Nuggets,52f3119a1b34326811679472
.463,.364,21,13,4,13,33,.632,92,5,240,Chicago Bulls,52f3119b1b34326811679473
.393,.353,22,8,6,18,32,.633,95,7,240,Denver Nuggets,52f3119c1b34326811679474
.463,.500,21,12,13,9,38,.923,100,7,240,Oklahoma City Thunder,52f3119d1b34326811679475
.463,.563,24,11,4,11,37,.750,101,8,240,Philadelphia 76ers,52f3119d1b34326811679476
.404,.231,16,14,7,15,43,.846,97,5,240,Cleveland Cavaliers,52f3119e1b34326811679477
.449,.394,26,20,8,11,30,.824,89,6,240,Miami Heat,52f311a01b34326811679478
.402,.400,19,11,6,9,28,.929,87,10,240,Chicago Bulls,52f311a11b34326811679479
.474,.333,18,12,4,15,38,.826,97,4,240,Oklahoma City Thunder,52f311a21b3432681167947a
.459,.250,22,18,2,8,35,.722,86,5,240,Los Angeles Lakers,52f311a31b3432681167947b
.471,.267,18,13,6,11,29,.688,95,6,240,Toronto Raptors,52f311a31b3432681167947c
.461,.333,17,9,2,12,38,.875,101,6,240,New York Knicks,52f311a41b3432681167947d
.512,.563,26,14,1,12,18,.875,111,15,240,Golden State Warriors,52f311a51b3432681167947e
.513,.429,24,12,4,10,34,.743,116,8,240,Houston Rockets,52f311a61b3432681167947f
.511,.300,30,9,4,9,34,1.000,117,7,240,Dallas Mavericks,52f311a71b34326811679480
.506,.423,28,16,8,9,26,.545,95,10,240,Utah Jazz,52f311a81b34326811679481
.488,.238,17,8,7,11,29,.733,105,8,240,Brooklyn Nets,52f311a91b34326811679482
.545,.440,40,9,4,13,33,.619,132,12,240,Denver Nuggets,52f311a91b34326811679483
.482,.560,25,9,3,11,37,.857,106,5,240,Miami Heat,52f311aa1b34326811679484
.474,.316,27,15,12,9,31,.759,100,11,240,Milwaukee Bucks,52f311ab1b34326811679485
.434,.429,23,14,6,15,23,.763,107,16,240,Minnesota Timberwolves,52f311ac1b34326811679486
.450,.200,24,15,12,9,40,.828,99,5,240,San Antonio Spurs,52f311ad1b34326811679487
.494,.333,19,9,7,6,35,.710,104,10,240,Washington Wizards,52f311ad1b34326811679488
.558,.364,26,14,2,6,32,.810,107,11,240,Boston Celtics,52f311ae1b34326811679489
.360,.412,24,14,8,17,35,.833,91,7,240,Cleveland Cavaliers,52f311af1b3432681167948a
.534,.500,25,13,2,8,32,.706,99,6,240,Detroit Pistons,52f311b01b3432681167948b
.455,.440,29,13,6,13,29,.857,97,10,240,Utah Jazz,52f311b11b3432681167948c
.500,.381,26,10,1,16,34,.810,109,6,240,Los Angeles Clippers,52f311b11b3432681167948d
.495,.441,22,6,4,19,22,.750,125,5,240,New York Knicks,52f311b21b3432681167948e
.400,.267,19,15,6,15,33,.931,95,7,240,New Orleans Hornets,52f311b31b3432681167948f
.467,.231,28,12,7,13,35,.750,96,9,240,Dallas Mavericks,52f311b41b34326811679490
.438,.429,17,14,12,8,37,.759,89,9,240,Memphis Grizzlies,52f311b51b34326811679491
.452,.250,16,10,7,24,43,.652,104,7,240,Brooklyn Nets,52f311b61b34326811679492
.514,.389,22,8,3,3,30,.833,101,6,240,Toronto Raptors,52f311b61b34326811679493
.429,.417,24,13,6,12,48,.773,105,7,240,Golden State Warriors,52f311b71b34326811679494
.430,.200,19,16,5,15,29,.875,101,11,240,Houston Rockets,52f311b81b34326811679495
.405,.250,13,9,6,18,27,.674,99,14,240,Indiana Pacers,52f311b91b34326811679496
.506,.280,26,15,8,9,33,.773,104,9,240,Los Angeles Lakers,52f311ba1b34326811679497
.476,.231,17,6,7,12,36,.650,94,6,240,Memphis Grizzlies,52f311ba1b34326811679498
.432,.229,22,17,3,14,35,1.000,94,12,240,Miami Heat,52f311bb1b34326811679499
.563,.556,26,12,3,5,34,.714,120,7,240,New York Knicks,52f311bc1b3432681167949a
.395,.429,18,9,7,10,36,.944,90,12,240,Oklahoma City Thunder,52f311bd1b3432681167949b
.459,.421,19,12,3,9,30,.893,101,8,240,Brooklyn Nets,52f311be1b3432681167949c
.500,.250,20,5,1,5,28,.643,111,6,240,Detroit Pistons,52f311bf1b3432681167949d
.416,.444,25,10,11,12,36,.941,102,7,240,Phoenix Suns,52f311c01b3432681167949e
.453,.400,26,17,9,16,37,.571,96,8,240,Denver Nuggets,52f311c01b3432681167949f
.571,.524,34,20,11,10,38,.750,111,8,240,Los Angeles Clippers,52f311c11b343268116794a0
.468,.533,27,16,3,18,44,.375,113,6,265,Orlando Magic,52f311c21b343268116794a1
.538,.364,34,10,2,9,35,.947,124,8,240,Atlanta Hawks,52f311c31b343268116794a2
.589,.316,19,15,9,6,33,.875,113,7,240,Los Angeles Lakers,52f311c41b343268116794a3
.553,.500,26,12,7,9,28,.739,121,10,240,Sacramento Kings,52f311c51b343268116794a4
.440,.415,19,22,6,12,35,.870,103,7,240,Miami Heat,52f311c51b343268116794a5
.448,.370,23,8,9,10,43,.811,118,7,265,Chicago Bulls,52f311c61b343268116794a6
.506,.444,30,17,10,10,36,.870,116,10,240,Oklahoma City Thunder,52f311c71b343268116794a7
.506,.300,26,17,5,8,38,.680,109,14,240,Atlanta Hawks,52f311c81b343268116794a8
.506,.357,15,14,5,11,33,.647,101,11,240,New York Knicks,52f311c91b343268116794a9
.453,.478,29,19,9,15,37,.579,108,7,265,Dallas Mavericks,52f311ca1b343268116794aa
.518,.667,31,22,3,15,30,.750,113,10,240,Detroit Pistons,52f311ca1b343268116794ab
.349,.294,18,6,8,12,32,.679,82,10,240,Memphis Grizzlies,52f311cb1b343268116794ac
.512,.480,24,14,6,12,27,.808,117,8,240,Brooklyn Nets,52f311cc1b343268116794ad
.515,.480,22,12,2,3,33,.760,118,2,240,Los Angeles Lakers,52f311cd1b343268116794ae
.549,.522,28,14,5,5,32,.679,109,6,240,Miami Heat,52f311ce1b343268116794af
.449,.269,28,12,5,10,31,.679,96,6,240,Los Angeles Clippers,52f311cf1b343268116794b0
.519,.409,16,13,9,7,33,.810,106,8,240,Oklahoma City Thunder,52f311cf1b343268116794b1
.545,.353,28,16,12,4,37,.857,108,7,240,San Antonio Spurs,52f311d01b343268116794b2
.472,.250,22,13,7,11,27,.818,97,10,240,Toronto Raptors,52f311d11b343268116794b3
